NotificationId,SendDate,Content,Description,RecipientId,DeliveredDate,ReadDate
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1000,2022-09-23 00:49:18,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1001,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1002,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1003,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1004,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1005,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1006,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1007,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1008,0,0
632cd560436bc6911807d560,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1009,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1000,2022-09-23 00:49:18,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1001,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1002,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1003,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1004,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1005,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1006,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1007,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1008,0,0
632cd6d1436bc6911807d629,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1009,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1000,2022-09-23 00:49:18,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1001,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1002,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1003,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1004,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1005,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1006,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1007,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1008,0,0
632cd6d1436bc6911807d62a,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1009,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1000,2022-09-23 00:49:18,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1001,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1002,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1003,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1004,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1005,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1006,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1007,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1008,0,0
632cd6d4436bc6911807d6ca,2022-08-01 00:00:00,"An API is a set of definitions and protocols for building and integrating application software. It’s sometimes referred to as a contract between an information provider and an information user—establishing the content required from the consumer (the call) and the content required by the producer (the response).","Definition of Api",1009,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1000,2022-09-23 00:49:18,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1001,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1002,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1003,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1004,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1005,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1006,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1007,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1008,0,0
632cd6d4436bc6911807d6cb,2022-08-01 11:40:00,"Linux is one of the most prominent examples of free and open-source software collaboration. The source code may be used, modified and distributed commercially or non-commercially by anyone under the terms of its respective licenses, such as the GNU General Public License (GPL).","Linux is cool",1009,0,0
